3.101000	3.101000	B
3.169000	3.169000	B
3.251000	3.251000	B
3.276000	3.276000	B
5.610000	5.610000	B
5.619000	5.619000	B
5.635000	5.635000	B
5.713000	5.713000	B
5.767000	5.767000	B
5.822000	5.822000	B
5.836000	5.836000	B
5.854000	5.854000	B
5.919000	5.919000	B
8.110000	8.110000	B
8.120000	8.120000	B
8.134000	8.134000	B
8.212000	8.212000	B
8.434000	8.434000	B
8.503000	8.503000	B
8.565000	8.565000	B
11.105000	11.105000	B
11.169000	11.169000	B
11.230000	11.230000	B
13.639000	13.639000	B
13.652000	13.652000	B
13.672000	13.672000	B
13.691000	13.691000	B
13.711000	13.711000	B
13.769000	13.769000	B
13.837000	13.837000	B
13.855000	13.855000	B
13.877000	13.877000	B
13.897000	13.897000	B
14.436000	14.436000	B
14.504000	14.504000	B
14.522000	14.522000	B
14.545000	14.545000	B
14.565000	14.565000	B
15.109000	15.109000	B
15.173000	15.173000	B
15.189000	15.189000	B
15.211000	15.211000	B
15.767000	15.767000	B
15.838000	15.838000	B
15.855000	15.855000	B
15.879000	15.879000	B
16.193000	16.193000	B
16.211000	16.211000	B
16.525000	16.525000	B
16.547000	16.547000	B
16.837000	16.837000	B
17.236000	17.236000	B
17.435000	17.435000	B
17.509000	17.509000	B
17.523000	17.523000	B
17.544000	17.544000	B
17.565000	17.565000	B
17.858000	17.858000	B
17.879000	17.879000	B
18.172000	18.172000	B
18.189000	18.189000	B
18.210000	18.210000	B
18.231000	18.231000	B
18.508000	18.508000	B
18.524000	18.524000	B
18.544000	18.544000	B
19.174000	19.174000	B
19.192000	19.192000	B
19.212000	19.212000	B
19.233000	19.233000	B
19.506000	19.506000	B
19.523000	19.523000	B
19.545000	19.545000	B
19.564000	19.564000	B
19.838000	19.838000	B
19.857000	19.857000	B
19.877000	19.877000	B
19.899000	19.899000	B
20.170000	20.170000	B
20.275000	20.275000	B
20.436000	20.436000	B
20.502000	20.502000	B
20.767000	20.767000	B
20.821000	20.821000	B
20.835000	20.835000	B
21.102000	21.102000	B
21.170000	21.170000	B
21.435000	21.435000	B
21.502000	21.502000	B
21.839000	21.839000	B
21.856000	21.856000	B
21.964000	21.964000	B
21.984000	21.984000	B
22.104000	22.104000	B
22.170000	22.170000	B
22.442000	22.442000	B
22.505000	22.505000	B
22.628000	22.628000	B
22.838000	22.838000	B
22.855000	22.855000	B
22.962000	22.962000	B
23.101000	23.101000	B
23.169000	23.169000	B
23.433000	23.433000	B
23.503000	23.503000	B
23.766000	23.766000	B
23.835000	23.835000	B
23.916000	23.916000	B
24.101000	24.101000	B
24.170000	24.170000	B
24.443000	24.443000	B
24.503000	24.503000	B
24.522000	24.522000	B
24.545000	24.545000	B
24.565000	24.565000	B
24.633000	24.633000	B
24.836000	24.836000	B
24.856000	24.856000	B
25.171000	25.171000	B
25.230000	25.230000	B
25.505000	25.505000	B
25.523000	25.523000	B
25.584000	25.584000	B
25.611000	25.611000	B
25.770000	25.770000	B
25.838000	25.838000	B
25.856000	25.856000	B
25.877000	25.877000	B
26.169000	26.169000	B
26.437000	26.437000	B
26.504000	26.504000	B
26.520000	26.520000	B
26.543000	26.543000	B
26.776000	26.776000	B
26.824000	26.824000	B
26.835000	26.835000	B
26.899000	26.899000	B
27.102000	27.102000	B
27.172000	27.172000	B
27.189000	27.189000	B
27.230000	27.230000	B
27.298000	27.298000	B
27.504000	27.504000	B
27.631000	27.631000	B
27.645000	27.645000	B
27.766000	27.766000	B
27.836000	27.836000	B
27.967000	27.967000	B
28.109000	28.109000	B
28.172000	28.172000	B
28.190000	28.190000	B
28.437000	28.437000	B
28.502000	28.502000	B
28.771000	28.771000	B
28.838000	28.838000	B
28.856000	28.856000	B
29.101000	29.101000	B
29.168000	29.168000	B
29.251000	29.251000	B
29.337000	29.337000	B
29.435000	29.435000	B
29.504000	29.504000	B
29.567000	29.567000	B
29.839000	29.839000	B
29.857000	29.857000	B
29.898000	29.898000	B
29.915000	29.915000	B
30.172000	30.172000	B
30.189000	30.189000	B
30.211000	30.211000	B
30.231000	30.231000	B
30.504000	30.504000	B
30.563000	30.563000	B
30.583000	30.583000	B
30.837000	30.837000	B
31.105000	31.105000	B
31.171000	31.171000	B
31.189000	31.189000	B
31.231000	31.231000	B
31.443000	31.443000	B
31.503000	31.503000	B
31.586000	31.586000	B
31.770000	31.770000	B
31.837000	31.837000	B
32.104000	32.104000	B
32.193000	32.193000	B
32.213000	32.213000	B
32.233000	32.233000	B
32.524000	32.524000	B
32.544000	32.544000	B
32.776000	32.776000	B
32.839000	32.839000	B
32.856000	32.856000	B
33.106000	33.106000	B
33.173000	33.173000	B
33.189000	33.189000	B
33.211000	33.211000	B
33.442000	33.442000	B
33.504000	33.504000	B
33.770000	33.770000	B
33.882000	33.882000	B
33.900000	33.900000	B
33.917000	33.917000	B
34.104000	34.104000	B
34.171000	34.171000	B
34.189000	34.189000	B
34.435000	34.435000	B
34.504000	34.504000	B
34.523000	34.523000	B
34.836000	34.836000	B
34.901000	34.901000	B
34.920000	34.920000	B
35.172000	35.172000	B
35.191000	35.191000	B
35.213000	35.213000	B
35.232000	35.232000	B
35.249000	35.249000	B
35.525000	35.525000	B
35.543000	35.543000	B
35.566000	35.566000	B
35.839000	35.839000	B
35.857000	35.857000	B
35.877000	35.877000	B
35.897000	35.897000	B
36.171000	36.171000	B
36.190000	36.190000	B
36.211000	36.211000	B
36.234000	36.234000	B
36.254000	36.254000	B
36.277000	36.277000	B
36.436000	36.436000	B
36.503000	36.503000	B
36.836000	36.836000	B
37.102000	37.102000	B
37.170000	37.170000	B
37.187000	37.187000	B
37.210000	37.210000	B
37.503000	37.503000	B
37.520000	37.520000	B
37.544000	37.544000	B
37.566000	37.566000	B
37.778000	37.778000	B
37.841000	37.841000	B
37.857000	37.857000	B
37.878000	37.878000	B
37.896000	37.896000	B
38.101000	38.101000	B
38.172000	38.172000	B
38.189000	38.189000	B
38.434000	38.434000	B
38.505000	38.505000	B
38.524000	38.524000	B
38.543000	38.543000	B
38.632000	38.632000	B
38.646000	38.646000	B
38.770000	38.770000	B
38.839000	38.839000	B
38.856000	38.856000	B
38.967000	38.967000	B
39.102000	39.102000	B
39.170000	39.170000	B
39.211000	39.211000	B
39.438000	39.438000	B
39.502000	39.502000	B
39.770000	39.770000	B
39.837000	39.837000	B
39.854000	39.854000	B
39.898000	39.898000	B
40.102000	40.102000	B
40.170000	40.170000	B
40.188000	40.188000	B
40.211000	40.211000	B
40.233000	40.233000	B
40.250000	40.250000	B
41.454000	41.454000	B
41.468000	41.468000	B
41.523000	41.523000	B
41.544000	41.544000	B
41.609000	41.609000	B
41.620000	41.620000	B
41.635000	41.635000	B
41.689000	41.689000	B
41.718000	41.718000	B
41.838000	41.838000	B
41.897000	41.897000	B
42.009000	42.009000	B
42.026000	42.026000	B
